,city,hotel_name,hotel_address,hotel_general_review,hotel_rating,numbers_of_reviews,hotel_facilities,hotel_description,url_booking_hotel,lat_hotel,lon_hotel
27,Nimes,Les Madones," La madone du mas Chemin de Bois Fontaine, 30900 Nîmes, France ",Excellent,8.7,25 reviews,"['Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Non-smoking rooms', 'Terrace', 'Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Non-smoking rooms', 'Terrace', 'Kitchen', 'Private Bathroom', 'Flat-screen TV', 'Terrace', 'Garden', 'Opening times', 'Seasonal', 'All ages welcome', 'Pool/Beach towels', 'Beach chairs/Loungers', 'Beach umbrellas', 'Fenced pool', 'Beach chairs/Loungers', 'Tennis equipment', 'Tennis court', 'View', 'Air conditioning', 'Smoke-free property', 'Heating', 'Non-smoking rooms', 'English', 'Spanish', 'French']","Les Madones in Nîmes provides accommodations with a garden and a tennis court. This property offers a private pool, free Wifi, and free private parking. Parc Expo Nîmes is 18 miles from the apartment, and Arles Amphitheatre is 23 miles away.

All of the air-conditioned units feature a private bathroom, flat-screen TV, fully equipped kitchen, and terrace.

The nearest airport is Nimes-Ales-Camargue-Cevennes Airport, 3.1 miles from the apartment.",https://www.booking.com/hotel/fr/les-madones-nimes1.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from=searchresults,43.7646229,4.360898
28,Nimes,Novotel Atria Nimes Centre," 5 boulevard de Prague, 30000 Nîmes, France ",Good,7.6,"1,485 reviews","['Private Parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Room service', '24-hour front desk', 'Bar', 'Good Breakfast', 'Private Parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Room service', '24-hour front desk', 'Bar', 'Good Breakfast', 'Temporary art galleries', 'Playground', 'Game room', 'Wine/Champagne', 'Snack bar', 'Breakfast in the room', 'Bar', 'Parking garage', 'Invoice provided', 'ATM on site', 'Baggage storage', 'Express check-in/out', '24-hour front desk', 'Indoor play area', 'Board games/Puzzles', 'Daily housekeeping', 'Fax/Photocopying', 'Business center', 'Meeting/Banquet facilities', 'Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Key card access', '24-hour security', 'Safe', 'Air conditioning', 'Smoke-free property', 'Heating', 'Soundproof rooms', 'Elevator', 'Family rooms', 'Non-smoking rooms', 'Room service', 'English', 'Spanish', 'French', 'Italian', 'Norwegian']","Located in Nîmes city center, this hotel is just minutes from the train station, the Arènes Roman amphitheater, and the town’s main square.

It features 119 air-conditioned rooms, a restaurant, a bar, and 9 conference rooms.

A buffet breakfast is served daily, and French cuisine is proposed by the hotel’s restaurant. Guests are invited to relax at the bar, which offers drinks and snacks.",https://www.booking.com/hotel/fr/atria-nimes-centre.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from_sustainable_property_sr=1&from=searchresults,43.83542065,4.36340421
29,Nimes,SQUARE HOTEL," 7 Square de la Couronne, 30000 Nîmes, France ",Excellent,8.7,"1,594 reviews","['Parking', 'Free WiFi', 'Non-smoking rooms', 'Facilities for disabled guests', '24-hour front desk', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Good Breakfast', 'Parking', 'Free WiFi', 'Non-smoking rooms', 'Facilities for disabled guests', '24-hour front desk', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Good Breakfast', 'Toilet paper', 'Towels', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower', 'Wardrobe or closet', 'Outdoor furniture', 'Sun deck', 'Terrace', 'Electric kettle', 'Socket near the bed', 'Desk', 'Flat-screen TV', 'Cable channels', 'Satellite channels', 'Telephone', 'TV', 'Tea/Coffee maker', 'Street parking', 'Shared lounge/TV area', 'Baggage storage', 'Wake-up service/Alarm clock', '24-hour front desk', 'Meeting/Banquet facilities', 'Invoice provided', 'Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key card access', '24-hour security', 'Safe', 'Air conditioning', 'Smoke-free property', 'Tile/Marble floor', 'Heating', 'Soundproof rooms', 'Elevator', 'Facilities for disabled guests', 'Non-smoking rooms', 'Auditory guidance', 'Visual aids (tactile signs)', 'Visual aids (Braille)', 'Bathroom emergency cord', 'Lowered sink', 'Raised toilet', 'Toilet with grab rails', 'Wheelchair accessible', 'Upper floors accessible by elevator', 'English', 'Spanish', 'French']","Located in Nîmes and with Parc Expo Nîmes reachable within 8.1 miles, SQUARE HOTEL has a shared lounge, non-smoking rooms, free WiFi throughout the property and a terrace. This 3-star hotel offers luggage storage space. Certain accommodations at the property have a balcony with a city view.

The hotel will provide guests with air-conditioned rooms offering a desk, an electric tea pot, a safety deposit box, a flat-screen TV and a private bathroom with a shower. The rooms feature a closet.

SQUARE HOTEL offers a buffet or continental breakfast.

Languages spoken at the reception include English, Spanish and French.

Arles Amphitheatre is 21 miles from the accommodation, while Avignon Central Station is 27 miles from the property. The nearest airport is Nimes-Ales-Camargue-Cevennes Airport, 5.6 miles from SQUARE HOTEL.",https://www.booking.com/hotel/fr/square-nimes.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from_sustainable_property_sr=1&from=searchresults,43.837032,4.363037
30,Nimes,Hostel Vertigo Nîmes Gare Centre," 3 boulevard Talabot, 30000 Nîmes, France ",Very Good,8.4,968 reviews,"['Free WiFi', 'Non-smoking rooms', 'Facilities for disabled guests', '24-hour front desk', 'Terrace', 'Bar', 'Good Breakfast', 'Free WiFi', 'Non-smoking rooms', 'Facilities for disabled guests', '24-hour front desk', 'Terrace', 'Bar', 'Good Breakfast', 'Toilet paper', 'Additional bathroom', 'Towels/Sheets (extra fee)', 'Private Bathroom', 'Toilet', 'Shower', 'Linens', 'City view', 'View', 'Outdoor furniture', 'Outdoor dining area', 'Sun deck', 'Terrace', 'Garden', 'Shared kitchen', 'Socket near the bed', 'Live sports events (broadcast)', 'Happy hour', 'Walking tours', 'Temporary art galleries', 'Evening entertainment', 'Nightclub/DJ', 'Karaoke', 'Bar', 'Daily housekeeping', 'Shared lounge/TV area', 'Lockers', 'Baggage storage', 'Express check-in/out', '24-hour front desk', 'Meeting/Banquet facilities', 'Invoice provided', 'Board games/Puzzles', 'Fire extinguishers', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key card access', '24-hour security', 'Designated smoking area', 'Air conditioning', 'Smoke-free property', 'Heating', 'Soundproof', 'Private entrance', 'Carpeted', 'Soundproof rooms', 'Elevator', 'Facilities for disabled guests', 'Non-smoking rooms', 'Lowered sink', 'Raised toilet', 'Toilet with grab rails', 'Wheelchair accessible', 'Entire unit wheelchair accessible', 'Upper floors accessible by elevator', 'Beach umbrellas', 'Beach chairs/Loungers', 'Solarium', 'English', 'Spanish', 'French']","Vertigo Hotel Gare Centre Nîmes has a garden, shared lounge, a terrace and bar in Nîmes. The property is around 8.2 miles from Parc Expo Nîmes, 21 miles from Arles Amphitheatre and 27 miles from Avignon Central Station. The property has karaoke and a shared kitchen.

With a private bathroom equipped with a shower, rooms at the hostel also feature free WiFi, while some rooms include a city view. The rooms have bed linen.

A continental breakfast is available each morning at Vertigo Hotel Gare Centre Nîmes.

Speaking English, Spanish and French at the reception, staff will be happy to provide guests with practical advice on the area.

Papal Palace is 28 miles from the accommodation, while Avignon TGV Train Station is 28 miles from the property. The nearest airport is Nimes-Ales-Camargue-Cevennes Airport, 6.2 miles from Vertigo Hotel Gare Centre Nîmes.",https://www.booking.com/hotel/fr/vertigo-nimes-nimes.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from_sustainable_property_sr=1&from=searchresults,43.833162,4.366397
31,Nimes,Hôtel De L'Amphithéâtre," 4 Rue Des Arènes, 30000 Nîmes, France ",Very Good,8.3,947 reviews,"['Free WiFi', 'Non-smoking rooms', 'Tea/Coffee Maker in All Rooms', 'Free WiFi', 'Non-smoking rooms', 'Tea/Coffee Maker in All Rooms', 'Toilet paper', 'Towels', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Wardrobe or closet', 'City view', 'Landmark view', 'Electric kettle', 'Socket near the bed', 'Dining area', 'Desk', 'Flat-screen TV', 'Satellite channels', 'Telephone', 'TV', 'Coffee house on site', 'Fruit', 'Wine/Champagne', 'Tea/Coffee maker', 'Invoice provided', 'Concierge', 'Baggage storage', 'Express check-in/out', 'Board games/Puzzles', 'Books, DVDs or music for children', 'Board games/puzzles', 'Fax/Photocopying', 'Meeting/Banquet facilities', 'Fire extinguishers', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key card access', 'Key access', '24-hour security', 'Shared lounge/TV area', 'Air conditioning', 'Smoke-free property', 'Wake-up service', 'Hardwood or parquet floors', 'Heating', 'Soundproof', 'Soundproof rooms', 'Ironing facilities', 'Non-smoking rooms', 'Iron', 'Upper floors accessible by stairs only', 'German', 'English', 'French']","Located in the pedestrian area of Nîmes historical city center, Hôtel De L'Amphithéâtre consists of 2 mansions dating from the 17th and 18th centuries. It is just steps from the Roman Amphitheater and the temple Maison Carrée.

The rooms are individually and elegantly decorated and all offer a private bathroom and a flat-screen TV. Some rooms offer a view of the Place du Marché, with a fountain representing the town's symbols of a palm-tree and a crocodile.

Guests can find restaurants, cafés and shops within walking distance of the hotel. Nîmes Train Station is a 10-minute walk away.",https://www.booking.com/hotel/fr/de-l-amphitheatre-nimes.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from_sustainable_property_sr=1&from=searchresults,43.83581534,4.35914017
32,Nimes,Antichambre," 11 rue bigot, 30900 Nîmes, France ",Exceptional,9.9,221 reviews,"['Private Parking', 'Free WiFi', 'Non-smoking rooms', 'Airport shuttle (free)', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Exceptional Breakfast', 'Private Parking', 'Free WiFi', 'Non-smoking rooms', 'Airport shuttle (free)', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Exceptional Breakfast', 'Toilet paper', 'Towels', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Bathrobe', 'Hairdryer', 'Linens', 'Wardrobe or closet', 'Walk-in closet', 'Extra long beds (> 6.5 ft)', 'Outdoor furniture', 'Outdoor dining area', 'Patio', 'Terrace', 'Garden', 'Electric kettle', 'Socket near the bed', 'Live sports events (broadcast)', 'Live music/Performance', 'Tour or class about local culture', 'Themed dinners', 'Bike tours', 'Walking tours', 'Movie nights', 'Stand-up comedy', 'Racquetball', 'Hiking', 'Flat-screen TV', 'TV', 'Coffee house on site', 'Wine/Champagne', 'Bar', 'Minibar', 'Tea/Coffee maker', 'Parking garage', 'Invoice provided', 'Baggage storage', 'Daily housekeeping', 'Fax/Photocopying', 'Business center', 'Meeting/Banquet facilities', 'Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key access', 'Shuttle service', 'Adults only', 'Designated smoking area', 'Air conditioning', 'Smoke-free property', 'Executive lounge access', 'Wake-up service', 'Hardwood or parquet floors', 'Heating', 'Airport shuttle', 'Non-smoking rooms', 'Full-body massage', 'Head massage', 'Neck massage', 'Back massage', 'Massage', 'English', 'Spanish', 'French']","Located within 1.2 mi of Parc Expo Nîmes and a 4-minute walk of Nîmes Town Hall, Antichambre in Nîmes provides a garden and rooms with free WiFi. Located around a 5-minute walk from Carré d’Art Library, the bed and breakfast is also a 6-minute walk away from Nimes School of Fine Arts. The property is a 2-minute walk from Nîmes Arena.

At the bed and breakfast, every room is equipped with a wardrobe. Complete with a private bathroom equipped with a hair dryer, all guest rooms at Antichambre have a flat-screen TV and air conditioning, and selected rooms are equipped with a patio.

A à la carte breakfast is available each morning at the accommodations.

Antichambre offers a terrace.

Museum Romanité is 984 feet away. The nearest airport is Nimes-Ales-Camargue-Cevennes Airport, 6.2 mi from Antichambre.",https://www.booking.com/hotel/fr/antichambre.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from_sustainable_property_sr=1&from=searchresults,43.834472,4.356771
33,Nimes,Hôtel & Spa Vatel," 140, rue Vatel, 30900 Nîmes, France ",Very Good,8.3,"1,159 reviews","['Indoor swimming pool', 'Free parking', 'Free WiFi', 'Restaurant', 'Facilities for disabled guests', '24-hour front desk', 'Terrace', 'Bar', 'Excellent Breakfast', 'Indoor swimming pool', 'Free parking', 'Free WiFi', 'Restaurant', 'Facilities for disabled guests', '24-hour front desk', 'Terrace', 'Bar', 'Excellent Breakfast', 'Outdoor furniture', 'Sun deck', 'Terrace', 'Garden', 'Fruit', 'Wine/Champagne', ""Kids' meals"", 'Breakfast in the room', 'Bar', 'Restaurant', 'Electric vehicle charging station', 'Accessible parking', 'Invoice provided', 'Private check-in/out', 'Baggage storage', 'Currency exchange', '24-hour front desk', 'Daily housekeeping', 'Ironing service', 'Laundry', 'Fax/Photocopying', 'Meeting/Banquet facilities', 'Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Safe', 'Pet bowls', 'Air conditioning', 'Heating', 'Elevator', 'Facilities for disabled guests', 'Auditory guidance', 'Lowered sink', 'Toilet with grab rails', 'Wheelchair accessible', 'Opening times', 'Open all year', 'All ages welcome', 'Heated pool', 'Pool/Beach towels', 'Beach chairs/Loungers', 'Beach chairs/Loungers', 'Hot tub/Jacuzzi', 'Solarium', 'English', 'Spanish', 'French', 'Italian', 'Korean', 'Portuguese']","Located a 10-minute drive from Nimes city center and 9.3 miles from the Nimes-Arles-Camargue Airport, this 4-star resort offers free access to the Vatel’s Spa and fitness center, where facilities include an indoor heated pool and hot tub.

Rooms at the Hotel & Spa Vatel have free internet access and a private bathroom.

During the Feria Festival, there is a shuttle service leading to Nîmes city center and Arena departing every 30 minutes from the hotel.

This hotel is attached to Vatel, Graduate School of Business & Management.

Free private parking is provided and the hotel is just a 5-minute drive from the E15/A9 motorway.",https://www.booking.com/hotel/fr/vatel.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from=searchresults,43.82057675,4.31912698
34,Nimes,Hotel Majestic," 9 Rue de la Servie, 30000 Nîmes, France ",Very Good,8.3,"1,768 reviews","['Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Excellent Breakfast', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Excellent Breakfast', 'Toilet paper', 'Towels', 'Towels/Sheets (extra fee)', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower', 'Linens', 'Wardrobe or closet', 'Walk-in closet', 'Outdoor furniture', 'Sun deck', 'Terrace', 'Electric kettle', 'Socket near the bed', 'Clothes rack', 'Live music/Performance', 'Tour or class about local culture', 'Dining area', 'Streaming service (like Netflix)', 'Flat-screen TV', 'Cable channels', 'TV', 'Pay-per-view channels', 'Coffee house on site', 'Fruit', 'Tea/Coffee maker', 'Invoice provided', 'Baggage storage', 'Express check-in/out', 'Board games/Puzzles', 'Child safety socket covers', 'Daily housekeeping', 'Fax/Photocopying', 'Fire extinguishers', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key card access', '24-hour security', 'Safe', 'Grocery deliveries', 'Vending machine (snacks)', 'Vending machine (drinks)', 'Air conditioning', 'Smoke-free property', 'Wake-up service', 'Heating', 'Soundproof', 'Soundproof rooms', 'Family rooms', 'Non-smoking rooms', 'Upper floors accessible by stairs only', 'German', 'English', 'Spanish', 'French']","Renovated in 2019, Hotel Majestic is located in Nîmes, just 1050 feet from the Arenas of Nîmes and the town center. The property is 1969 feet from La Romanité Museum, 0.6 mi from Maison Carrée and 19 mi from Pont du Gard. Free WiFi is offered throughout.

Every room at this hotel is air conditioned and is fitted with a flat-screen TV with cable channels. The private bathroom has free toiletries and a hairdryer.

Guests can enjoy hot or cold drinks on the hotel's patio all year round. Breakfast is served daily. The staff will be happy to offer advice on visiting the area.

The hotel is just 984 feet from the Nîme TGV train station. Montpellier-Méditerranée Airport is 32 mi from the property.",https://www.booking.com/hotel/fr/majestic-nimes.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from_sustainable_property_sr=1&from=searchresults,43.83436329,4.36533675
35,Nimes,Odalys City Nîmes Arènes," 4 Rue Alexandre Ducros, 30000 Nîmes, France ",,,,"['Free WiFi', 'Family rooms', 'Non-smoking rooms', '24-hour front desk', 'Breakfast', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', '24-hour front desk', 'Breakfast', 'Coffee machine', 'Stovetop', 'Kitchenware', 'Electric kettle', 'Microwave', 'Refrigerator', 'Kitchenette', 'Linens', 'Towels', 'Private Bathroom', 'Toilet', 'Hairdryer', 'Shower', 'Flat-screen TV', 'Fitness', 'Turkish/Steam Bath', 'Hot tub/Jacuzzi', 'Private apartment in building', 'Invoice provided', '24-hour front desk', 'Laundry', 'Air conditioning', 'Smoke-free property', 'Heating', 'Elevator', 'Family rooms', 'Non-smoking rooms', 'Fire extinguishers', 'Smoke alarms', 'English', 'French']","Odalys City Nîmes Arènes features a hammam and a fitness room, as well as air-conditioned accommodations in Nîmes, 9 miles from Parc Expo Nîmes. This sustainable condo hotel is located 21 miles from Arles Amphitheatre and 28 miles from Avignon Central Station. The accommodation provides a hot tub, free Wifi throughout the property, and family rooms.

The accommodation comes with a fully equipped kitchenette with a microwave and coffee machine, a flat-screen TV, and a private bathroom with shower. A fridge, a stovetop, and kitchenware are also provided, as well as a kettle. At the condo hotel, every unit includes bed linen and towels.

Papal Palace is 29 miles from the condo hotel, while Zenith Sud Montpellier is 29 miles away. The nearest airport is Nimes-Ales-Camargue-Cevennes Airport, 5 miles from Odalys City Nîmes Arènes.",https://www.booking.com/hotel/fr/odalys-city-nimes-arenes.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from_sustainable_property_sr=1&from=searchresults,43.83406187,4.35899065
36,Nimes,Margaret - Hôtel Chouleur," 6 Rue Fresque, 30000 Nîmes, France ",Wonderful,9.3,476 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Family rooms', '2 restaurants', 'Fitness center', 'Non-smoking rooms', 'Room service', '24-hour front desk', 'Bar', 'Good Breakfast', 'Outdoor swimming pool', 'Free WiFi', 'Family rooms', '2 restaurants', 'Fitness center', 'Non-smoking rooms', 'Room service', '24-hour front desk', 'Bar', 'Good Breakfast', 'Toilet paper', 'Towels', 'Towels/Sheets (extra fee)', 'Slippers', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Bathrobe', 'Hairdryer', 'Linens', 'Wardrobe or closet', 'Outdoor furniture', 'Sun deck', 'Terrace', 'Garden', 'Coffee machine', 'Flat-screen TV', 'Coffee house on site', 'Fruit', 'Wine/Champagne', ""Kids' meals"", 'Special diet meals (on request)', 'Breakfast in the room', 'Bar', 'Minibar', 'Restaurant', 'Invoice provided', 'Private check-in/out', 'Concierge', 'Baggage storage', 'Express check-in/out', '24-hour front desk', 'Babysitting/Child services', 'Daily housekeeping', 'Ironing service', 'Dry cleaning', 'Laundry', 'Fax/Photocopying', 'Meeting/Banquet facilities', 'Fire extinguishers', 'Smoke alarms', 'Security alarm', 'Key access', '24-hour security', 'Safe', 'Shuttle service', 'Pet bowls', 'Pet basket', 'Designated smoking area', 'Air conditioning', 'Smoke-free property', 'Heating', 'Family rooms', 'Airport shuttle', 'Non-smoking rooms', 'Room service', 'Opening times', 'Seasonal', 'All ages welcome', 'Plunge pool', 'Beach chairs/Loungers', 'Fitness', 'Full-body massage', 'Hand massage', 'Head massage', ""Couples' massage"", 'Foot massage', 'Neck massage', 'Back massage', 'Beach chairs/Loungers', 'Massage', 'Fitness center', 'English', 'Spanish', 'French']","Well located in the center of Nîmes, Margaret - Hôtel Chouleur provides air-conditioned rooms, a seasonal outdoor swimming pool, free WiFi and a fitness center. With a garden, the property also features a terrace, as well as a bar. The property has room service, a concierge service and luggage storage for guests.

At the hotel, each room includes a closet, a flat-screen TV, a private bathroom, bed linen and towels. All rooms come with a safety deposit box and some feature city views. Guest rooms will provide guests with a minibar.

Guests at Margaret - Hôtel Chouleur can enjoy a continental breakfast. At the accommodation you'll find a restaurant serving French cuisine. Vegetarian, dairy-free and vegan options can also be requested.

Speaking English, Spanish and French at the 24-hour front desk, staff are willing to help at any time of the day.

Parc Expo Nîmes is 9 miles from Margaret - Hôtel Chouleur, while Arles Amphitheatre is 21 miles away. The nearest airport is Nimes-Ales-Camargue-Cevennes, 5.6 miles from the hotel, and the property offers a paid airport shuttle service.",https://www.booking.com/hotel/fr/margaret-chouleur.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaK0CiAEBmAExuAEYyAEV2AEB6AEB-AECiAIBqAIEuAK9j6yrBsACAdICJDI4ZGFhOGQ2LTFkMjktNDBiOS05MGQwLTMxOGRkMDAyMmU3NNgCBeACAQ&sid=cbb519ad17f629fdf6acb58154ee7763&aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=07c54a1f74080168&srepoch=1701513152&from_sustainable_property_sr=1&from=searchresults,43.837117,4.357898
